Path,Label,k-fold,Label_enc
Chickpeas/Image_252.jpg,Chickpeas,1.0,2
Dew Bean/Image_616.jpg,Dew Bean,1.0,3
Chickpeas/Image_775.jpg,Chickpeas,1.0,2
Chickpeas/Image_591.jpg,Chickpeas,1.0,2
Pinto Beans/Image_831.jpg,Pinto Beans,1.0,6
Red Lentils/Image_106.jpg,Red Lentils,1.0,8
Dew Bean/Image_484.jpg,Dew Bean,1.0,3
Yellow Lentils/Image_652.jpg,Yellow Lentils,1.0,13
Split Black Gram/Image_135_fa (129).jpg,Split Black Gram,1.0,10
Chickpeas/Image_101.jpg,Chickpeas,1.0,2
Pinto Beans/Image_551.jpg,Pinto Beans,1.0,6
Red Kidney Beans/Image_468.jpg,Red Kidney Beans,0.0,7
Chickpeas/Image_704.jpg,Chickpeas,1.0,2
Pinto Beans/Image_260.jpg,Pinto Beans,1.0,6
Red Lentils/Image_28.jpg,Red Lentils,1.0,8
Pinto Beans/Image_505.jpg,Pinto Beans,1.0,6
Green Gram/Image_818.jpg,Green Gram,0.0,5
Red Lentils/Image_156.jpg,Red Lentils,1.0,8
Split & Skinned Black Gram/Image_842fga (93).jpg,Split & Skinned Black Gram,1.0,9
Red Kidney Beans/Image_182.jpg,Red Kidney Beans,0.0,7
Adzuki Beans/Image_704.jpg,Adzuki Beans,1.0,0
Pinto Beans/Image_897.jpg,Pinto Beans,1.0,6
Pinto Beans/Image_413.jpg,Pinto Beans,1.0,6
Green Gram/Image_709.jpg,Green Gram,0.0,5
Dew Bean/Image_610.jpg,Dew Bean,1.0,3
Dew Bean/Image_959.jpg,Dew Bean,1.0,3
Split Green Gram/Image_157.jpg,Split Green Gram,0.0,11
White Kidney Beans/Image_601.jpg,White Kidney Beans,0.0,12
Yellow Lentils/Image_392.jpg,Yellow Lentils,1.0,13
Yellow Lentils/Image_629.jpg,Yellow Lentils,1.0,13
Black Gram/Image_787.jpg,Black Gram,1.0,1
Yellow Lentils/Image_861.jpg,Yellow Lentils,1.0,13
Split Green Gram/Image_82.jpg,Split Green Gram,0.0,11
Adzuki Beans/Image_831.jpg,Adzuki Beans,1.0,0
Chickpeas/Image_488.jpg,Chickpeas,1.0,2
Black Gram/Image_300.jpg,Black Gram,1.0,1
Red Kidney Beans/Image_271.jpg,Red Kidney Beans,0.0,7
Pinto Beans/Image_165.jpg,Pinto Beans,1.0,6
Red Kidney Beans/Image_388.jpg,Red Kidney Beans,0.0,7
Pinto Beans/Image_869.jpg,Pinto Beans,1.0,6
White Kidney Beans/Image_849.jpg,White Kidney Beans,0.0,12
Black Gram/Image_508.jpg,Black Gram,1.0,1
Green Gram/Image_939.jpg,Green Gram,1.0,5
Dew Bean/Image_626.jpg,Dew Bean,1.0,3
Yellow Lentils/Image_531.jpg,Yellow Lentils,1.0,13
Split & Skinned Black Gram/Image_666.jpg,Split & Skinned Black Gram,1.0,9
Split & Skinned Black Gram/Image_772.jpg,Split & Skinned Black Gram,1.0,9
Chickpeas/Image_413.jpg,Chickpeas,1.0,2
Chickpeas/Image_440.jpg,Chickpeas,1.0,2
Yellow Lentils/Image_348.jpg,Yellow Lentils,1.0,13
Yellow Lentils/Image_376.jpg,Yellow Lentils,1.0,13
Dew Bean/Image_228.jpg,Dew Bean,1.0,3
Chickpeas/Image_217.jpg,Chickpeas,1.0,2
Chickpeas/Image_223.jpg,Chickpeas,1.0,2
Pinto Beans/Image_395.jpg,Pinto Beans,1.0,6
Adzuki Beans/Image_335.jpg,Adzuki Beans,1.0,0
Green Chickpeas/Image_468.jpg,Green Chickpeas,1.0,4
Chickpeas/Image_564.jpg,Chickpeas,1.0,2
Green Chickpeas/Image_53.jpg,Green Chickpeas,1.0,4
Red Lentils/Image_253.jpg,Red Lentils,1.0,8
Green Chickpeas/Image_79.jpg,Green Chickpeas,1.0,4
Chickpeas/Image_379.jpg,Chickpeas,1.0,2
Red Kidney Beans/Image_30.jpg,Red Kidney Beans,0.0,7
Green Chickpeas/Image_155.jpg,Green Chickpeas,1.0,4
Adzuki Beans/Image_279.jpg,Adzuki Beans,1.0,0
Split Black Gram/Image_529_gg (35).jpg,Split Black Gram,1.0,10
Adzuki Beans/Image_827.jpg,Adzuki Beans,1.0,0
Dew Bean/Image_622.jpg,Dew Bean,1.0,3
Split Black Gram/Image_529_gg (24).jpg,Split Black Gram,1.0,10
Green Gram/Image_965.jpg,Green Gram,1.0,5
Green Chickpeas/Image_990.jpg,Green Chickpeas,1.0,4
Yellow Lentils/Image_443.jpg,Yellow Lentils,1.0,13
Adzuki Beans/Image_215.jpg,Adzuki Beans,1.0,0
Dew Bean/Image_863.jpg,Dew Bean,1.0,3
White Kidney Beans/Image_241.jpg,White Kidney Beans,0.0,12
Yellow Lentils/Image_967.jpg,Yellow Lentils,1.0,13
Pinto Beans/Image_54.jpg,Pinto Beans,1.0,6
Split Green Gram/Image_5.jpg,Split Green Gram,0.0,11
Pinto Beans/Image_834.jpg,Pinto Beans,1.0,6
Split Black Gram/Image_421.jpg,Split Black Gram,1.0,10
Red Lentils/Image_739.jpg,Red Lentils,1.0,8
Red Kidney Beans/Image_478.jpg,Red Kidney Beans,1.0,7
Split & Skinned Black Gram/Image_842fga (149).jpg,Split & Skinned Black Gram,1.0,9
Black Gram/Image_212.jpg,Black Gram,1.0,1
Dew Bean/Image_744.jpg,Dew Bean,1.0,3
Red Kidney Beans/Image_752.jpg,Red Kidney Beans,1.0,7
Green Chickpeas/Image_261.jpg,Green Chickpeas,1.0,4
Chickpeas/Image_442.jpg,Chickpeas,1.0,2
Split Black Gram/Image_529_gg (18).jpg,Split Black Gram,1.0,10
Red Kidney Beans/Image_661.jpg,Red Kidney Beans,1.0,7
Black Gram/Image_721.jpg,Black Gram,1.0,1
Green Chickpeas/Image_881.jpg,Green Chickpeas,1.0,4
Split Green Gram/Image_700.jpg,Split Green Gram,0.0,11
Pinto Beans/Image_564.jpg,Pinto Beans,1.0,6
Black Gram/Image_202.jpg,Black Gram,1.0,1
Pinto Beans/Image_411.jpg,Pinto Beans,1.0,6
Black Gram/Image_348_a (24).jpg,Black Gram,1.0,1
Adzuki Beans/Image_329.jpg,Adzuki Beans,1.0,0
Chickpeas/Image_423.jpg,Chickpeas,1.0,2
Split & Skinned Black Gram/Image_842fga (232).jpg,Split & Skinned Black Gram,1.0,9
Split Black Gram/Image_917.jpg,Split Black Gram,1.0,10
Red Kidney Beans/Image_604.jpg,Red Kidney Beans,1.0,7
Split & Skinned Black Gram/Image_473.jpg,Split & Skinned Black Gram,1.0,9
Yellow Lentils/Image_997.jpg,Yellow Lentils,1.0,13
Split & Skinned Black Gram/Image_762.jpg,Split & Skinned Black Gram,1.0,9
White Kidney Beans/Image_59.jpg,White Kidney Beans,0.0,12
Pinto Beans/Image_781.jpg,Pinto Beans,1.0,6
Green Chickpeas/Image_590.jpg,Green Chickpeas,1.0,4
White Kidney Beans/Image_200.jpg,White Kidney Beans,0.0,12
Adzuki Beans/Image_181.jpg,Adzuki Beans,1.0,0
Red Kidney Beans/Image_538.jpg,Red Kidney Beans,1.0,7
Chickpeas/Image_13.jpg,Chickpeas,1.0,2
Green Chickpeas/Image_884.jpg,Green Chickpeas,1.0,4
Yellow Lentils/Image_164.jpg,Yellow Lentils,1.0,13
Red Lentils/Image_515.jpg,Red Lentils,1.0,8
Green Chickpeas/Image_394.jpg,Green Chickpeas,1.0,4
Adzuki Beans/Image_21.jpg,Adzuki Beans,1.0,0
Black Gram/Image_103.jpg,Black Gram,1.0,1
Split Green Gram/Image_859.jpg,Split Green Gram,0.0,11
Split & Skinned Black Gram/Image_842fga (175).jpg,Split & Skinned Black Gram,1.0,9
Red Lentils/Image_543.jpg,Red Lentils,1.0,8
Chickpeas/Image_997.jpg,Chickpeas,1.0,2
Red Kidney Beans/Image_8.jpg,Red Kidney Beans,1.0,7
Pinto Beans/Image_887.jpg,Pinto Beans,1.0,6
Chickpeas/Image_357.jpg,Chickpeas,1.0,2
White Kidney Beans/Image_555.jpg,White Kidney Beans,0.0,12
Chickpeas/Image_1.jpg,Chickpeas,1.0,2
Yellow Lentils/Image_605.jpg,Yellow Lentils,1.0,13
Red Kidney Beans/Image_731.jpg,Red Kidney Beans,1.0,7
Green Chickpeas/Image_561.jpg,Green Chickpeas,1.0,4
White Kidney Beans/Image_649.jpg,White Kidney Beans,1.0,12
Pinto Beans/Image_243.jpg,Pinto Beans,1.0,6
Green Chickpeas/Image_4.jpg,Green Chickpeas,1.0,4
Pinto Beans/Image_666.jpg,Pinto Beans,1.0,6
Pinto Beans/Image_77.jpg,Pinto Beans,1.0,6
White Kidney Beans/Image_994.jpg,White Kidney Beans,1.0,12
Red Kidney Beans/Image_738.jpg,Red Kidney Beans,1.0,7
Split & Skinned Black Gram/Image_842fga (60).jpg,Split & Skinned Black Gram,1.0,9
Split & Skinned Black Gram/Image_842fga (244).jpg,Split & Skinned Black Gram,1.0,9
Yellow Lentils/Image_643.jpg,Yellow Lentils,1.0,13
Chickpeas/Image_832.jpg,Chickpeas,1.0,2
Yellow Lentils/Image_522.jpg,Yellow Lentils,1.0,13
Yellow Lentils/Image_925.jpg,Yellow Lentils,1.0,13
Pinto Beans/Image_149.jpg,Pinto Beans,1.0,6
Dew Bean/Image_771.jpg,Dew Bean,1.0,3
Pinto Beans/Image_404.jpg,Pinto Beans,1.0,6
Yellow Lentils/Image_818.jpg,Yellow Lentils,1.0,13
Black Gram/Image_454.jpg,Black Gram,1.0,1
Adzuki Beans/Image_950.jpg,Adzuki Beans,1.0,0
Green Chickpeas/Image_601.jpg,Green Chickpeas,1.0,4
Split & Skinned Black Gram/Image_842fga (237).jpg,Split & Skinned Black Gram,1.0,9
Adzuki Beans/Image_198.jpg,Adzuki Beans,1.0,0
White Kidney Beans/Image_569.jpg,White Kidney Beans,1.0,12
White Kidney Beans/Image_694.jpg,White Kidney Beans,1.0,12
Adzuki Beans/Image_149.jpg,Adzuki Beans,1.0,0
Red Kidney Beans/Image_431.jpg,Red Kidney Beans,1.0,7
Adzuki Beans/Image_700.jpg,Adzuki Beans,1.0,0
Green Gram/Image_756.jpg,Green Gram,1.0,5
Dew Bean/Image_750.jpg,Dew Bean,1.0,3
White Kidney Beans/Image_156.jpg,White Kidney Beans,1.0,12
Pinto Beans/Image_758.jpg,Pinto Beans,1.0,6
Chickpeas/Image_127.jpg,Chickpeas,1.0,2
Split Black Gram/Image_191.jpg,Split Black Gram,1.0,10
Red Kidney Beans/Image_48.jpg,Red Kidney Beans,1.0,7
Yellow Lentils/Image_166.jpg,Yellow Lentils,1.0,13
Yellow Lentils/Image_422.jpg,Yellow Lentils,1.0,13
Split & Skinned Black Gram/Image_324.jpg,Split & Skinned Black Gram,1.0,9
Split & Skinned Black Gram/Image_48.jpg,Split & Skinned Black Gram,1.0,9
Pinto Beans/Image_858.jpg,Pinto Beans,1.0,6
Split Green Gram/Image_817.jpg,Split Green Gram,0.0,11
Split & Skinned Black Gram/Image_842fga (214).jpg,Split & Skinned Black Gram,1.0,9
Red Lentils/Image_284.jpg,Red Lentils,1.0,8
Chickpeas/Image_409.jpg,Chickpeas,1.0,2
Pinto Beans/Image_872.jpg,Pinto Beans,1.0,6
Split Black Gram/Image_718.jpg,Split Black Gram,1.0,10
Green Chickpeas/Image_538.jpg,Green Chickpeas,1.0,4
Dew Bean/Image_691.jpg,Dew Bean,1.0,3
Adzuki Beans/Image_438.jpg,Adzuki Beans,1.0,0
Pinto Beans/Image_856.jpg,Pinto Beans,1.0,6
Split & Skinned Black Gram/Image_842fga (157).jpg,Split & Skinned Black Gram,1.0,9
Chickpeas/Image_82.jpg,Chickpeas,1.0,2
Yellow Lentils/Image_806.jpg,Yellow Lentils,1.0,13
Green Chickpeas/Image_763.jpg,Green Chickpeas,1.0,4
Red Kidney Beans/Image_704.jpg,Red Kidney Beans,1.0,7
Adzuki Beans/Image_60.jpg,Adzuki Beans,1.0,0
Pinto Beans/Image_376.jpg,Pinto Beans,1.0,6
Chickpeas/Image_288.jpg,Chickpeas,1.0,2
Split Green Gram/Image_924.jpg,Split Green Gram,1.0,11
Split Black Gram/Image_529_gg (62).jpg,Split Black Gram,1.0,10
Split Green Gram/Image_580.jpg,Split Green Gram,1.0,11
Green Gram/Image_910.jpg,Green Gram,1.0,5
Black Gram/Image_207_f (19).jpg,Black Gram,1.0,1
Red Kidney Beans/Image_177.jpg,Red Kidney Beans,1.0,7
Split & Skinned Black Gram/Image_863.jpg,Split & Skinned Black Gram,1.0,9
Pinto Beans/Image_801.jpg,Pinto Beans,1.0,6
Chickpeas/Image_410.jpg,Chickpeas,1.0,2
Adzuki Beans/Image_710.jpg,Adzuki Beans,1.0,0
Red Lentils/Image_10.jpg,Red Lentils,1.0,8
Yellow Lentils/Image_42.jpg,Yellow Lentils,1.0,13
Red Kidney Beans/Image_709.jpg,Red Kidney Beans,1.0,7
Pinto Beans/Image_348.jpg,Pinto Beans,1.0,6
Black Gram/Image_378.jpg,Black Gram,1.0,1
Adzuki Beans/Image_425.jpg,Adzuki Beans,1.0,0
Split Black Gram/Image_135_fa (65).jpg,Split Black Gram,1.0,10
Green Chickpeas/Image_803.jpg,Green Chickpeas,1.0,4
Adzuki Beans/Image_870.jpg,Adzuki Beans,1.0,0
Black Gram/Image_207_f (31).jpg,Black Gram,1.0,1
Green Gram/Image_266.jpg,Green Gram,1.0,5
Red Kidney Beans/Image_169.jpg,Red Kidney Beans,1.0,7
Chickpeas/Image_762.jpg,Chickpeas,1.0,2
Green Gram/Image_254.jpg,Green Gram,1.0,5
White Kidney Beans/Image_611.jpg,White Kidney Beans,1.0,12
Green Gram/Image_97.jpg,Green Gram,1.0,5
Black Gram/Image_348_a (10).jpg,Black Gram,1.0,1
Pinto Beans/Image_674.jpg,Pinto Beans,1.0,6
Green Gram/Image_16.jpg,Green Gram,1.0,5
Adzuki Beans/Image_196.jpg,Adzuki Beans,1.0,0
Red Lentils/Image_448.jpg,Red Lentils,1.0,8
Chickpeas/Image_160.jpg,Chickpeas,1.0,2
Yellow Lentils/Image_79.jpg,Yellow Lentils,1.0,13
Split Green Gram/Image_501.jpg,Split Green Gram,1.0,11
Pinto Beans/Image_534.jpg,Pinto Beans,1.0,6
White Kidney Beans/Image_294.jpg,White Kidney Beans,1.0,12
Split & Skinned Black Gram/Image_660.jpg,Split & Skinned Black Gram,1.0,9
Black Gram/Image_650.jpg,Black Gram,1.0,1
White Kidney Beans/Image_388.jpg,White Kidney Beans,1.0,12
White Kidney Beans/Image_856.jpg,White Kidney Beans,1.0,12
Adzuki Beans/Image_975.jpg,Adzuki Beans,1.0,0
White Kidney Beans/Image_909.jpg,White Kidney Beans,1.0,12
White Kidney Beans/Image_289.jpg,White Kidney Beans,1.0,12
White Kidney Beans/Image_329.jpg,White Kidney Beans,1.0,12
Green Gram/Image_321.jpg,Green Gram,1.0,5
Yellow Lentils/Image_455.jpg,Yellow Lentils,1.0,13
Red Lentils/Image_835.jpg,Red Lentils,1.0,8
Split Black Gram/Image_135_fa (21).jpg,Split Black Gram,1.0,10
Adzuki Beans/Image_699.jpg,Adzuki Beans,1.0,0
Split & Skinned Black Gram/Image_842fga (130).jpg,Split & Skinned Black Gram,1.0,9
Green Chickpeas/Image_970.jpg,Green Chickpeas,1.0,4
Green Gram/Image_292.jpg,Green Gram,1.0,5
Yellow Lentils/Image_306.jpg,Yellow Lentils,1.0,13
Split & Skinned Black Gram/Image_842fga (201).jpg,Split & Skinned Black Gram,1.0,9
White Kidney Beans/Image_574.jpg,White Kidney Beans,1.0,12
Chickpeas/Image_327.jpg,Chickpeas,1.0,2
Split Black Gram/Image_987.jpg,Split Black Gram,1.0,10
Split & Skinned Black Gram/Image_842fga (73).jpg,Split & Skinned Black Gram,1.0,9
Green Gram/Image_822.jpg,Green Gram,1.0,5
Green Chickpeas/Image_715.jpg,Green Chickpeas,1.0,4
Split Black Gram/Image_278.jpg,Split Black Gram,1.0,10
Pinto Beans/Image_714.jpg,Pinto Beans,1.0,6
Green Chickpeas/Image_897.jpg,Green Chickpeas,1.0,4
Split Black Gram/Image_1.jpg,Split Black Gram,1.0,10
Green Chickpeas/Image_976.jpg,Green Chickpeas,1.0,4
Red Lentils/Image_413.jpg,Red Lentils,1.0,8
Chickpeas/Image_803.jpg,Chickpeas,1.0,2
Split & Skinned Black Gram/Image_842fga (30).jpg,Split & Skinned Black Gram,1.0,9
Black Gram/Image_207_f (5).jpg,Black Gram,1.0,1
Split Green Gram/Image_481.jpg,Split Green Gram,1.0,11
Split & Skinned Black Gram/Image_789_ad (6).jpg,Split & Skinned Black Gram,1.0,9
Red Lentils/Image_487.jpg,Red Lentils,1.0,8
Chickpeas/Image_563.jpg,Chickpeas,1.0,2
Red Lentils/Image_765.jpg,Red Lentils,1.0,8
Adzuki Beans/Image_953.jpg,Adzuki Beans,1.0,0
Pinto Beans/Image_544.jpg,Pinto Beans,1.0,6
Adzuki Beans/Image_233.jpg,Adzuki Beans,1.0,0
Green Gram/Image_591.jpg,Green Gram,1.0,5
Green Gram/Image_739.jpg,Green Gram,1.0,5
Pinto Beans/Image_153.jpg,Pinto Beans,1.0,6
Adzuki Beans/Image_409.jpg,Adzuki Beans,1.0,0
Red Kidney Beans/Image_737.jpg,Red Kidney Beans,1.0,7
Yellow Lentils/Image_771.jpg,Yellow Lentils,1.0,13
Dew Bean/Image_206.jpg,Dew Bean,1.0,3
Split Black Gram/Image_529_gg (27).jpg,Split Black Gram,1.0,10
Red Lentils/Image_252.jpg,Red Lentils,1.0,8
Yellow Lentils/Image_453.jpg,Yellow Lentils,1.0,13
Split & Skinned Black Gram/Image_842fga (29).jpg,Split & Skinned Black Gram,1.0,9
Split Green Gram/Image_799.jpg,Split Green Gram,1.0,11
White Kidney Beans/Image_600.jpg,White Kidney Beans,1.0,12
White Kidney Beans/Image_452.jpg,White Kidney Beans,1.0,12
Black Gram/Image_796.jpg,Black Gram,1.0,1
Red Kidney Beans/Image_932.jpg,Red Kidney Beans,1.0,7
Yellow Lentils/Image_635.jpg,Yellow Lentils,1.0,13
Split Black Gram/Image_153.jpg,Split Black Gram,1.0,10
Red Lentils/Image_775.jpg,Red Lentils,1.0,8
Chickpeas/Image_847.jpg,Chickpeas,1.0,2
Red Kidney Beans/Image_50.jpg,Red Kidney Beans,1.0,7
Green Gram/Image_350.jpg,Green Gram,1.0,5
Red Lentils/Image_493.jpg,Red Lentils,1.0,8
Dew Bean/Image_998.jpg,Dew Bean,1.0,3
Red Lentils/Image_508.jpg,Red Lentils,1.0,8
Split Black Gram/Image_135_fa (78).jpg,Split Black Gram,1.0,10
Black Gram/Image_396.jpg,Black Gram,1.0,1
White Kidney Beans/Image_304.jpg,White Kidney Beans,1.0,12
Split & Skinned Black Gram/Image_842fga (7).jpg,Split & Skinned Black Gram,1.0,9
Yellow Lentils/Image_386.jpg,Yellow Lentils,1.0,13
Split & Skinned Black Gram/Image_531.jpg,Split & Skinned Black Gram,1.0,9
Red Lentils/Image_776.jpg,Red Lentils,1.0,8
Green Chickpeas/Image_62.jpg,Green Chickpeas,1.0,4
White Kidney Beans/Image_653.jpg,White Kidney Beans,1.0,12
Green Gram/Image_66.jpg,Green Gram,1.0,5
Split Black Gram/Image_858.jpg,Split Black Gram,1.0,10
White Kidney Beans/Image_631.jpg,White Kidney Beans,1.0,12
Red Lentils/Image_167.jpg,Red Lentils,1.0,8
Adzuki Beans/Image_567.jpg,Adzuki Beans,1.0,0
Red Lentils/Image_498.jpg,Red Lentils,1.0,8
Red Lentils/Image_397.jpg,Red Lentils,1.0,8
Green Gram/Image_700.jpg,Green Gram,1.0,5
White Kidney Beans/Image_265.jpg,White Kidney Beans,1.0,12
Black Gram/Image_207_f (90).jpg,Black Gram,1.0,1
Green Chickpeas/Image_856.jpg,Green Chickpeas,1.0,4
Split & Skinned Black Gram/Image_376.jpg,Split & Skinned Black Gram,1.0,9
Red Lentils/Image_164.jpg,Red Lentils,1.0,8
Split Black Gram/Image_135_fa (17).jpg,Split Black Gram,1.0,10
Red Lentils/Image_664.jpg,Red Lentils,1.0,8
Red Kidney Beans/Image_477.jpg,Red Kidney Beans,1.0,7
Black Gram/Image_176.jpg,Black Gram,1.0,1
White Kidney Beans/Image_245.jpg,White Kidney Beans,1.0,12
Adzuki Beans/Image_359.jpg,Adzuki Beans,1.0,0
Black Gram/Image_348_a (29).jpg,Black Gram,1.0,1
Pinto Beans/Image_785.jpg,Pinto Beans,1.0,6
Split Black Gram/Image_162.jpg,Split Black Gram,1.0,10
Dew Bean/Image_611.jpg,Dew Bean,1.0,3
Pinto Beans/Image_479.jpg,Pinto Beans,1.0,6
Red Lentils/Image_555.jpg,Red Lentils,1.0,8
Green Chickpeas/Image_781.jpg,Green Chickpeas,1.0,4
Split Black Gram/Image_334.jpg,Split Black Gram,1.0,10
Green Chickpeas/Image_962.jpg,Green Chickpeas,1.0,4
Red Kidney Beans/Image_427.jpg,Red Kidney Beans,1.0,7
Yellow Lentils/Image_797.jpg,Yellow Lentils,1.0,13
Black Gram/Image_658.jpg,Black Gram,1.0,1
Red Kidney Beans/Image_885.jpg,Red Kidney Beans,1.0,7
Adzuki Beans/Image_403.jpg,Adzuki Beans,1.0,0
Black Gram/Image_332.jpg,Black Gram,1.0,1
Red Kidney Beans/Image_827.jpg,Red Kidney Beans,1.0,7
Pinto Beans/Image_720.jpg,Pinto Beans,1.0,6
Split & Skinned Black Gram/Image_13.jpg,Split & Skinned Black Gram,1.0,9
Green Chickpeas/Image_527.jpg,Green Chickpeas,1.0,4
Split Black Gram/Image_570.jpg,Split Black Gram,1.0,10
Adzuki Beans/Image_401.jpg,Adzuki Beans,1.0,0
Pinto Beans/Image_782.jpg,Pinto Beans,1.0,6
Chickpeas/Image_369.jpg,Chickpeas,1.0,2
Pinto Beans/Image_89.jpg,Pinto Beans,1.0,6
Red Lentils/Image_996.jpg,Red Lentils,1.0,8
Red Lentils/Image_546.jpg,Red Lentils,1.0,8
Dew Bean/Image_121.jpg,Dew Bean,1.0,3
Adzuki Beans/Image_201.jpg,Adzuki Beans,1.0,0
Adzuki Beans/Image_157.jpg,Adzuki Beans,1.0,0
Black Gram/Image_577.jpg,Black Gram,1.0,1
Red Kidney Beans/Image_173.jpg,Red Kidney Beans,1.0,7
Split Green Gram/Image_152.jpg,Split Green Gram,1.0,11
Green Chickpeas/Image_944.jpg,Green Chickpeas,1.0,4
Green Chickpeas/Image_757.jpg,Green Chickpeas,1.0,4
White Kidney Beans/Image_817.jpg,White Kidney Beans,1.0,12
Red Kidney Beans/Image_346.jpg,Red Kidney Beans,1.0,7
White Kidney Beans/Image_163.jpg,White Kidney Beans,1.0,12
Red Kidney Beans/Image_290.jpg,Red Kidney Beans,1.0,7
Green Gram/Image_451.jpg,Green Gram,1.0,5
Red Kidney Beans/Image_563.jpg,Red Kidney Beans,1.0,7
Dew Bean/Image_659.jpg,Dew Bean,1.0,3
Split Green Gram/Image_477.jpg,Split Green Gram,1.0,11
Split & Skinned Black Gram/Image_911.jpg,Split & Skinned Black Gram,1.0,9
Chickpeas/Image_988.jpg,Chickpeas,1.0,2
Pinto Beans/Image_486.jpg,Pinto Beans,1.0,6
White Kidney Beans/Image_603.jpg,White Kidney Beans,1.0,12
Red Kidney Beans/Image_736.jpg,Red Kidney Beans,1.0,7
Adzuki Beans/Image_833.jpg,Adzuki Beans,1.0,0
Red Kidney Beans/Image_851.jpg,Red Kidney Beans,1.0,7
Split Black Gram/Image_745.jpg,Split Black Gram,1.0,10
Green Gram/Image_766.jpg,Green Gram,1.0,5
Split Black Gram/Image_535.jpg,Split Black Gram,1.0,10
Red Kidney Beans/Image_392.jpg,Red Kidney Beans,1.0,7
Yellow Lentils/Image_309.jpg,Yellow Lentils,1.0,13
Dew Bean/Image_791.jpg,Dew Bean,1.0,3
Dew Bean/Image_196.jpg,Dew Bean,1.0,3
Pinto Beans/Image_96.jpg,Pinto Beans,1.0,6
Chickpeas/Image_974.jpg,Chickpeas,1.0,2
White Kidney Beans/Image_519.jpg,White Kidney Beans,1.0,12
Pinto Beans/Image_333.jpg,Pinto Beans,1.0,6
Red Kidney Beans/Image_559.jpg,Red Kidney Beans,1.0,7
Pinto Beans/Image_312.jpg,Pinto Beans,1.0,6
Split & Skinned Black Gram/Image_938.jpg,Split & Skinned Black Gram,1.0,9
Green Gram/Image_833.jpg,Green Gram,1.0,5
Black Gram/Image_351.jpg,Black Gram,1.0,1
Yellow Lentils/Image_437.jpg,Yellow Lentils,1.0,13
Red Lentils/Image_263.jpg,Red Lentils,1.0,8
Pinto Beans/Image_606.jpg,Pinto Beans,1.0,6
Green Gram/Image_419.jpg,Green Gram,1.0,5
Red Kidney Beans/Image_164.jpg,Red Kidney Beans,1.0,7
Yellow Lentils/Image_334.jpg,Yellow Lentils,1.0,13
Yellow Lentils/Image_198.jpg,Yellow Lentils,1.0,13
Split Black Gram/Image_991.jpg,Split Black Gram,1.0,10
Chickpeas/Image_224.jpg,Chickpeas,1.0,2
Yellow Lentils/Image_533.jpg,Yellow Lentils,1.0,13
Split & Skinned Black Gram/Image_842fga (137).jpg,Split & Skinned Black Gram,1.0,9
Split & Skinned Black Gram/Image_481.jpg,Split & Skinned Black Gram,1.0,9
Split Black Gram/Image_135_fa (87).jpg,Split Black Gram,1.0,10
Black Gram/Image_785.jpg,Black Gram,1.0,1
Yellow Lentils/Image_776.jpg,Yellow Lentils,1.0,13
Adzuki Beans/Image_706.jpg,Adzuki Beans,1.0,0
Green Chickpeas/Image_844.jpg,Green Chickpeas,1.0,4
Pinto Beans/Image_201.jpg,Pinto Beans,1.0,6
Split Black Gram/Image_135_fa (76).jpg,Split Black Gram,1.0,10
Green Chickpeas/Image_834.jpg,Green Chickpeas,1.0,4
Green Chickpeas/Image_816.jpg,Green Chickpeas,1.0,4
Red Kidney Beans/Image_549.jpg,Red Kidney Beans,1.0,7
Dew Bean/Image_40.jpg,Dew Bean,1.0,3
Green Gram/Image_441.jpg,Green Gram,1.0,5
Yellow Lentils/Image_194.jpg,Yellow Lentils,1.0,13
Adzuki Beans/Image_835.jpg,Adzuki Beans,1.0,0
Green Chickpeas/Image_175.jpg,Green Chickpeas,1.0,4
Adzuki Beans/Image_124.jpg,Adzuki Beans,1.0,0
White Kidney Beans/Image_541.jpg,White Kidney Beans,1.0,12
Split Black Gram/Image_271.jpg,Split Black Gram,1.0,10
Dew Bean/Image_389.jpg,Dew Bean,1.0,3
Split & Skinned Black Gram/Image_505.jpg,Split & Skinned Black Gram,1.0,9
White Kidney Beans/Image_719.jpg,White Kidney Beans,1.0,12
Split & Skinned Black Gram/Image_842fga (181).jpg,Split & Skinned Black Gram,1.0,9
Black Gram/Image_495.jpg,Black Gram,1.0,1
Green Chickpeas/Image_602.jpg,Green Chickpeas,1.0,4
Green Gram/Image_362.jpg,Green Gram,1.0,5
Red Kidney Beans/Image_496.jpg,Red Kidney Beans,1.0,7
Black Gram/Image_266.jpg,Black Gram,1.0,1
White Kidney Beans/Image_13.jpg,White Kidney Beans,1.0,12
Green Chickpeas/Image_171.jpg,Green Chickpeas,1.0,4
Split & Skinned Black Gram/Image_183.jpg,Split & Skinned Black Gram,1.0,9
Green Chickpeas/Image_556.jpg,Green Chickpeas,1.0,4
Green Chickpeas/Image_39.jpg,Green Chickpeas,1.0,4
Dew Bean/Image_952.jpg,Dew Bean,1.0,3
Pinto Beans/Image_711.jpg,Pinto Beans,1.0,6
Green Chickpeas/Image_169.jpg,Green Chickpeas,1.0,4
Green Chickpeas/Image_845.jpg,Green Chickpeas,1.0,4
Pinto Beans/Image_36.jpg,Pinto Beans,1.0,6
Split Black Gram/Image_485.jpg,Split Black Gram,1.0,10
Red Lentils/Image_372.jpg,Red Lentils,1.0,8
